c3456,,-X149 | -X129,*sodoku constraints
c3457,,-X159 | -X129,sodoku constraints
c3458,,-X169 | -X129,sodoku constraints
c3459,,-X179 | -X129,sodoku constraints
c3460,,-X189 | -X129,sodoku constraints
c3461,,-X199 | -X129,sodoku constraints
c3462,,-X149 | -X139,*sodoku constraints
c3463,,-X159 | -X139,sodoku constraints
c3464,,-X169 | -X139,sodoku constraints
c3465,,-X179 | -X139,sodoku constraints
c3466,,-X189 | -X139,sodoku constraints
c3467,,-X199 | -X139,sodoku constraints
c3468,,-X159 | -X149,*sodoku constraints
c3469,,-X169 | -X149,*sodoku constraints
c3470,,-X179 | -X149,*sodoku constraints
c3471,,-X189 | -X149,*sodoku constraints
c3472,,-X199 | -X149,*sodoku constraints
c3473,,-X169 | -X159,sodoku constraints
c3474,,-X179 | -X159,sodoku constraints
c3475,,-X189 | -X159,sodoku constraints
c3476,,-X199 | -X159,sodoku constraints
c3477,,-X179 | -X169,sodoku constraints
c3478,,-X189 | -X169,sodoku constraints
c3479,,-X199 | -X169,sodoku constraints
c3480,,-X189 | -X179,sodoku constraints
c3481,,-X199 | -X179,sodoku constraints
c3482,,-X199 | -X189,sodoku constraints
c3483,,-X221 | -X211,*sodoku constraints
c3484,,-X231 | -X211,*sodoku constraints
c3485,,-X241 | -X211,*sodoku constraints
c3486,,-X251 | -X211,*sodoku constraints
c3487,,-X261 | -X211,*sodoku constraints
c3488,,-X271 | -X211,*sodoku constraints
c3489,,-X281 | -X211,*sodoku constraints
c3490,,-X291 | -X211,*sodoku constraints
c3491,,-X231 | -X221,sodoku constraints
c3492,,-X241 | -X221,sodoku constraints
c3493,,-X251 | -X221,sodoku constraints
c3494,,-X261 | -X221,sodoku constraints
c3495,,-X271 | -X221,sodoku constraints
c3496,,-X281 | -X221,sodoku constraints
c3497,,-X291 | -X221,sodoku constraints
c3498,,-X241 | -X231,sodoku constraints
c3499,,-X251 | -X231,sodoku constraints
c3500,,-X261 | -X231,sodoku constraints
c3501,,-X271 | -X231,sodoku constraints
c3502,,-X281 | -X231,sodoku constraints
c3503,,-X291 | -X231,sodoku constraints
c3504,,-X251 | -X241,sodoku constraints
c3505,,-X261 | -X241,sodoku constraints
c3506,,-X271 | -X241,sodoku constraints
c3507,,-X281 | -X241,sodoku constraints
c3508,,-X291 | -X241,sodoku constraints
c3509,,-X261 | -X251,sodoku constraints
c3510,,-X271 | -X251,sodoku constraints
c3511,,-X281 | -X251,sodoku constraints
c3512,,-X291 | -X251,sodoku constraints
c3513,,-X271 | -X261,sodoku constraints
c3514,,-X281 | -X261,sodoku constraints
c3515,,-X291 | -X261,sodoku constraints
c3516,,-X281 | -X271,sodoku constraints
c3517,,-X291 | -X271,sodoku constraints
c3518,,-X291 | -X281,sodoku constraints
c3519,,-X222 | -X212,sodoku constraints
c3520,,-X232 | -X212,sodoku constraints
c3521,,-X242 | -X212,sodoku constraints
c3522,,-X252 | -X212,sodoku constraints
c3523,,-X262 | -X212,sodoku constraints
c3524,,-X272 | -X212,sodoku constraints
c3525,,-X282 | -X212,sodoku constraints
c3526,,-X292 | -X212,sodoku constraints
c3527,,-X232 | -X222,*sodoku constraints
c3528,,-X242 | -X222,*sodoku constraints
c3529,,-X252 | -X222,*sodoku constraints
c3530,,-X262 | -X222,*sodoku constraints
c3531,,-X272 | -X222,*sodoku constraints
c3532,,-X282 | -X222,*sodoku constraints
c3533,,-X292 | -X222,*sodoku constraints
c3534,,-X242 | -X232,sodoku constraints
c3535,,-X252 | -X232,sodoku constraints
c3536,,-X262 | -X232,sodoku constraints
c3537,,-X272 | -X232,sodoku constraints
c3538,,-X282 | -X232,sodoku constraints
c3539,,-X292 | -X232,sodoku constraints
c3540,,-X252 | -X242,sodoku constraints
c3541,,-X262 | -X242,sodoku constraints
c3542,,-X272 | -X242,sodoku constraints
c3543,,-X282 | -X242,sodoku constraints
c3544,,-X292 | -X242,sodoku constraints
c3545,,-X262 | -X252,sodoku constraints
c3546,,-X272 | -X252,sodoku constraints
c3547,,-X282 | -X252,sodoku constraints
c3548,,-X292 | -X252,sodoku constraints
c3549,,-X272 | -X262,sodoku constraints
c3550,,-X282 | -X262,sodoku constraints
c3551,,-X292 | -X262,sodoku constraints
c3552,,-X282 | -X272,sodoku constraints
c3553,,-X292 | -X272,sodoku constraints
c3554,,-X292 | -X282,sodoku constraints
c3555,,-X223 | -X213,sodoku constraints
c3556,,-X233 | -X213,sodoku constraints
c3557,,-X243 | -X213,sodoku constraints
c3558,,-X253 | -X213,sodoku constraints
c3559,,-X263 | -X213,sodoku constraints
c3560,,-X273 | -X213,sodoku constraints
c3561,,-X283 | -X213,sodoku constraints
c3562,,-X293 | -X213,sodoku constraints
c3563,,-X233 | -X223,sodoku constraints
c3564,,-X243 | -X223,sodoku constraints
c3565,,-X253 | -X223,sodoku constraints
c3566,,-X263 | -X223,sodoku constraints
c3567,,-X273 | -X223,sodoku constraints
c3568,,-X283 | -X223,sodoku constraints
c3569,,-X293 | -X223,sodoku constraints
c3570,,-X243 | -X233,sodoku constraints
c3571,,-X253 | -X233,sodoku constraints
c3572,,-X263 | -X233,sodoku constraints
c3573,,-X273 | -X233,sodoku constraints
c3574,,-X283 | -X233,sodoku constraints
c3575,,-X293 | -X233,sodoku constraints
c3576,,-X253 | -X243,sodoku constraints
c3577,,-X263 | -X243,sodoku constraints
c3578,,-X273 | -X243,sodoku constraints
c3579,,-X283 | -X243,sodoku constraints
c3580,,-X293 | -X243,sodoku constraints
c3581,,-X263 | -X253,sodoku constraints
c3582,,-X273 | -X253,sodoku constraints
c3583,,-X283 | -X253,sodoku constraints
c3584,,-X293 | -X253,sodoku constraints
c3585,,-X273 | -X263,sodoku constraints
c3586,,-X283 | -X263,sodoku constraints
c3587,,-X293 | -X263,sodoku constraints
c3588,,-X283 | -X273,sodoku constraints
c3589,,-X293 | -X273,sodoku constraints
c3590,,-X293 | -X283,sodoku constraints
c3591,,-X224 | -X214,sodoku constraints
c3592,,-X234 | -X214,sodoku constraints
c3593,,-X244 | -X214,sodoku constraints
c3594,,-X254 | -X214,sodoku constraints
c3595,,-X264 | -X214,sodoku constraints
c3596,,-X274 | -X214,sodoku constraints
c3597,,-X284 | -X214,sodoku constraints
c3598,,-X294 | -X214,sodoku constraints
c3599,,-X234 | -X224,sodoku constraints
c3600,,-X244 | -X224,sodoku constraints
c3601,,-X254 | -X224,sodoku constraints
c3602,,-X264 | -X224,sodoku constraints
c3603,,-X274 | -X224,sodoku constraints
c3604,,-X284 | -X224,sodoku constraints
c3605,,-X294 | -X224,sodoku constraints
c3606,,-X244 | -X234,sodoku constraints
c3607,,-X254 | -X234,sodoku constraints
c3608,,-X264 | -X234,sodoku constraints
c3609,,-X274 | -X234,sodoku constraints
c3610,,-X284 | -X234,sodoku constraints
c3611,,-X294 | -X234,sodoku constraints
c3612,,-X254 | -X244,sodoku constraints
c3613,,-X264 | -X244,sodoku constraints
c3614,,-X274 | -X244,sodoku constraints
c3615,,-X284 | -X244,sodoku constraints
c3616,,-X294 | -X244,sodoku constraints
c3617,,-X264 | -X254,sodoku constraints
c3618,,-X274 | -X254,sodoku constraints
c3619,,-X284 | -X254,sodoku constraints
c3620,,-X294 | -X254,sodoku constraints
c3621,,-X274 | -X264,sodoku constraints
c3622,,-X284 | -X264,sodoku constraints
c3623,,-X294 | -X264,sodoku constraints
c3624,,-X284 | -X274,sodoku constraints
c3625,,-X294 | -X274,sodoku constraints
c3626,,-X294 | -X284,sodoku constraints
c3627,,-X225 | -X215,sodoku constraints
c3628,,-X235 | -X215,sodoku constraints
c3629,,-X245 | -X215,sodoku constraints
c3630,,-X255 | -X215,sodoku constraints
c3631,,-X265 | -X215,sodoku constraints
c3632,,-X275 | -X215,sodoku constraints
c3633,,-X285 | -X215,sodoku constraints
c3634,,-X295 | -X215,sodoku constraints
c3635,,-X235 | -X225,sodoku constraints
c3636,,-X245 | -X225,sodoku constraints
c3637,,-X255 | -X225,sodoku constraints
c3638,,-X265 | -X225,sodoku constraints
c3639,,-X275 | -X225,sodoku constraints
c3640,,-X285 | -X225,sodoku constraints
c3641,,-X295 | -X225,sodoku constraints
c3642,,-X245 | -X235,sodoku constraints
c3643,,-X255 | -X235,sodoku constraints
c3644,,-X265 | -X235,sodoku constraints
c3645,,-X275 | -X235,sodoku constraints
c3646,,-X285 | -X235,sodoku constraints
c3647,,-X295 | -X235,sodoku constraints
c3648,,-X255 | -X245,sodoku constraints
c3649,,-X265 | -X245,sodoku constraints
c3650,,-X275 | -X245,sodoku constraints
c3651,,-X285 | -X245,sodoku constraints
c3652,,-X295 | -X245,sodoku constraints
c3653,,-X265 | -X255,sodoku constraints
c3654,,-X275 | -X255,sodoku constraints
c3655,,-X285 | -X255,sodoku constraints
c3656,,-X295 | -X255,sodoku constraints
c3657,,-X275 | -X265,sodoku constraints
c3658,,-X285 | -X265,sodoku constraints
c3659,,-X295 | -X265,sodoku constraints
c3660,,-X285 | -X275,sodoku constraints
c3661,,-X295 | -X275,sodoku constraints
c3662,,-X295 | -X285,sodoku constraints
c3663,,-X226 | -X216,sodoku constraints
c3664,,-X236 | -X216,sodoku constraints
c3665,,-X246 | -X216,sodoku constraints
c3666,,-X256 | -X216,sodoku constraints
c3667,,-X266 | -X216,sodoku constraints
c3668,,-X276 | -X216,sodoku constraints
c3669,,-X286 | -X216,sodoku constraints
c3670,,-X296 | -X216,sodoku constraints
c3671,,-X236 | -X226,sodoku constraints
c3672,,-X246 | -X226,sodoku constraints
c3673,,-X256 | -X226,sodoku constraints
c3674,,-X266 | -X226,sodoku constraints
c3675,,-X276 | -X226,sodoku constraints
c3676,,-X286 | -X226,sodoku constraints
c3677,,-X296 | -X226,sodoku constraints
c3678,,-X246 | -X236,sodoku constraints
c3679,,-X256 | -X236,sodoku constraints
c3680,,-X266 | -X236,sodoku constraints
c3681,,-X276 | -X236,sodoku constraints
c3682,,-X286 | -X236,sodoku constraints
c3683,,-X296 | -X236,sodoku constraints
c3684,,-X256 | -X246,sodoku constraints
c3685,,-X266 | -X246,*sodoku constraints
c3686,,-X276 | -X246,sodoku constraints
c3687,,-X286 | -X246,sodoku constraints
c3688,,-X296 | -X246,sodoku constraints
c3689,,-X266 | -X256,*sodoku constraints
c3690,,-X276 | -X256,sodoku constraints
c3691,,-X286 | -X256,sodoku constraints
c3692,,-X296 | -X256,sodoku constraints
c3693,,-X276 | -X266,*sodoku constraints
c3694,,-X286 | -X266,*sodoku constraints
c3695,,-X296 | -X266,*sodoku constraints
c3696,,-X286 | -X276,sodoku constraints
c3697,,-X296 | -X276,sodoku constraints
c3698,,-X296 | -X286,sodoku constraints
c3699,,-X227 | -X217,sodoku constraints
c3700,,-X237 | -X217,sodoku constraints
c3701,,-X247 | -X217,sodoku constraints
c3702,,-X257 | -X217,sodoku constraints
c3703,,-X267 | -X217,sodoku constraints
c3704,,-X277 | -X217,sodoku constraints
c3705,,-X287 | -X217,sodoku constraints
c3706,,-X297 | -X217,sodoku constraints
c3707,,-X237 | -X227,sodoku constraints
c3708,,-X247 | -X227,sodoku constraints
c3709,,-X257 | -X227,sodoku constraints
c3710,,-X267 | -X227,sodoku constraints
c3711,,-X277 | -X227,sodoku constraints
c3712,,-X287 | -X227,sodoku constraints
c3713,,-X297 | -X227,sodoku constraints
c3714,,-X247 | -X237,sodoku constraints
c3715,,-X257 | -X237,sodoku constraints
c3716,,-X267 | -X237,sodoku constraints
c3717,,-X277 | -X237,sodoku constraints
c3718,,-X287 | -X237,sodoku constraints
c3719,,-X297 | -X237,sodoku constraints
c3720,,-X257 | -X247,sodoku constraints
c3721,,-X267 | -X247,sodoku constraints
c3722,,-X277 | -X247,sodoku constraints
c3723,,-X287 | -X247,sodoku constraints
c3724,,-X297 | -X247,sodoku constraints
c3725,,-X267 | -X257,sodoku constraints
c3726,,-X277 | -X257,sodoku constraints
c3727,,-X287 | -X257,sodoku constraints
c3728,,-X297 | -X257,sodoku constraints
c3729,,-X277 | -X267,sodoku constraints
c3730,,-X287 | -X267,sodoku constraints
c3731,,-X297 | -X267,sodoku constraints
c3732,,-X287 | -X277,sodoku constraints
c3733,,-X297 | -X277,sodoku constraints
c3734,,-X297 | -X287,sodoku constraints
c3735,,-X228 | -X218,sodoku constraints
c3736,,-X238 | -X218,sodoku constraints
c3737,,-X248 | -X218,sodoku constraints
c3738,,-X258 | -X218,sodoku constraints
c3739,,-X268 | -X218,sodoku constraints
c3740,,-X278 | -X218,sodoku constraints
c3741,,-X288 | -X218,sodoku constraints
c3742,,-X298 | -X218,sodoku constraints
c3743,,-X238 | -X228,sodoku constraints
c3744,,-X248 | -X228,sodoku constraints
c3745,,-X258 | -X228,sodoku constraints
c3746,,-X268 | -X228,sodoku constraints
c3747,,-X278 | -X228,sodoku constraints
c3748,,-X288 | -X228,sodoku constraints
c3749,,-X298 | -X228,sodoku constraints
c3750,,-X248 | -X238,*sodoku constraints
c3751,,-X258 | -X238,*sodoku constraints
c3752,,-X268 | -X238,*sodoku constraints
c3753,,-X278 | -X238,sodoku constraints
c3754,,-X288 | -X238,sodoku constraints
c3755,,-X298 | -X238,sodoku constraints
c3756,,-X258 | -X248,sodoku constraints
c3757,,-X268 | -X248,sodoku constraints
c3758,,-X278 | -X248,sodoku constraints
c3759,,-X288 | -X248,sodoku constraints
c3760,,-X298 | -X248,sodoku constraints
c3761,,-X268 | -X258,sodoku constraints
c3762,,-X278 | -X258,sodoku constraints
c3763,,-X288 | -X258,sodoku constraints
c3764,,-X298 | -X258,sodoku constraints
c3765,,-X278 | -X268,sodoku constraints
c3766,,-X288 | -X268,sodoku constraints
c3767,,-X298 | -X268,sodoku constraints
c3768,,-X288 | -X278,sodoku constraints
c3769,,-X298 | -X278,sodoku constraints
c3770,,-X298 | -X288,sodoku constraints
c3771,,-X229 | -X219,sodoku constraints
c3772,,-X239 | -X219,sodoku constraints
c3773,,-X249 | -X219,sodoku constraints
c3774,,-X259 | -X219,sodoku constraints
c3775,,-X269 | -X219,sodoku constraints
c3776,,-X279 | -X219,sodoku constraints
c3777,,-X289 | -X219,sodoku constraints
c3778,,-X299 | -X219,sodoku constraints
c3779,,-X239 | -X229,sodoku constraints
c3780,,-X249 | -X229,sodoku constraints
c3781,,-X259 | -X229,sodoku constraints
c3782,,-X269 | -X229,sodoku constraints
c3783,,-X279 | -X229,sodoku constraints
c3784,,-X289 | -X229,sodoku constraints
c3785,,-X299 | -X229,sodoku constraints
c3786,,-X249 | -X239,sodoku constraints
c3787,,-X259 | -X239,sodoku constraints
c3788,,-X269 | -X239,sodoku constraints
c3789,,-X279 | -X239,sodoku constraints
c3790,,-X289 | -X239,sodoku constraints
c3791,,-X299 | -X239,sodoku constraints
c3792,,-X259 | -X249,sodoku constraints
c3793,,-X269 | -X249,sodoku constraints
c3794,,-X279 | -X249,sodoku constraints
c3795,,-X289 | -X249,sodoku constraints
c3796,,-X299 | -X249,sodoku constraints
c3797,,-X269 | -X259,sodoku constraints
c3798,,-X279 | -X259,sodoku constraints
c3799,,-X289 | -X259,sodoku constraints
c3800,,-X299 | -X259,sodoku constraints
c3801,,-X279 | -X269,sodoku constraints
c3802,,-X289 | -X269,sodoku constraints
c3803,,-X299 | -X269,sodoku constraints
c3804,,-X289 | -X279,sodoku constraints
c3805,,-X299 | -X279,sodoku constraints
c3806,,-X299 | -X289,sodoku constraints
c3807,,-X321 | -X311,sodoku constraints
c3808,,-X331 | -X311,sodoku constraints
c3809,,-X341 | -X311,sodoku constraints
c3810,,-X351 | -X311,sodoku constraints
c3811,,-X361 | -X311,sodoku constraints
c3812,,-X371 | -X311,sodoku constraints
c3813,,-X381 | -X311,sodoku constraints
c3814,,-X391 | -X311,sodoku constraints
c3815,,-X331 | -X321,sodoku constraints
c3816,,-X341 | -X321,sodoku constraints
c3817,,-X351 | -X321,sodoku constraints
c3818,,-X361 | -X321,sodoku constraints
c3819,,-X371 | -X321,sodoku constraints
c3820,,-X381 | -X321,sodoku constraints
c3821,,-X391 | -X321,sodoku constraints
c3822,,-X341 | -X331,sodoku constraints
c3823,,-X351 | -X331,sodoku constraints
c3824,,-X361 | -X331,sodoku constraints
c3825,,-X371 | -X331,sodoku constraints
c3826,,-X381 | -X331,sodoku constraints
c3827,,-X391 | -X331,sodoku constraints
c3828,,-X351 | -X341,sodoku constraints
c3829,,-X361 | -X341,sodoku constraints
c3830,,-X371 | -X341,sodoku constraints
c3831,,-X381 | -X341,sodoku constraints
c3832,,-X391 | -X341,sodoku constraints
c3833,,-X361 | -X351,sodoku constraints
c3834,,-X371 | -X351,sodoku constraints
c3835,,-X381 | -X351,sodoku constraints
c3836,,-X391 | -X351,sodoku constraints
c3837,,-X371 | -X361,sodoku constraints
c3838,,-X381 | -X361,sodoku constraints
c3839,,-X391 | -X361,sodoku constraints
c3840,,-X381 | -X371,sodoku constraints
c3841,,-X391 | -X371,sodoku constraints
c3842,,-X391 | -X381,sodoku constraints
c3843,,-X322 | -X312,sodoku constraints
c3844,,-X332 | -X312,sodoku constraints
c3845,,-X342 | -X312,sodoku constraints
c3846,,-X352 | -X312,sodoku constraints
c3847,,-X362 | -X312,sodoku constraints
c3848,,-X372 | -X312,sodoku constraints
c3849,,-X382 | -X312,sodoku constraints
c3850,,-X392 | -X312,sodoku constraints
c3851,,-X332 | -X322,sodoku constraints
c3852,,-X342 | -X322,sodoku constraints
c3853,,-X352 | -X322,sodoku constraints
c3854,,-X362 | -X322,sodoku constraints
c3855,,-X372 | -X322,sodoku constraints
c3856,,-X382 | -X322,sodoku constraints
c3857,,-X392 | -X322,sodoku constraints
c3858,,-X342 | -X332,sodoku constraints
c3859,,-X352 | -X332,sodoku constraints
c3860,,-X362 | -X332,sodoku constraints
c3861,,-X372 | -X332,sodoku constraints
c3862,,-X382 | -X332,sodoku constraints
c3863,,-X392 | -X332,sodoku constraints
c3864,,-X352 | -X342,sodoku constraints
c3865,,-X362 | -X342,sodoku constraints
c3866,,-X372 | -X342,sodoku constraints
c3867,,-X382 | -X342,sodoku constraints
c3868,,-X392 | -X342,sodoku constraints
c3869,,-X362 | -X352,*sodoku constraints
c3870,,-X372 | -X352,sodoku constraints
c3871,,-X382 | -X352,sodoku constraints
c3872,,-X392 | -X352,sodoku constraints
c3873,,-X372 | -X362,*sodoku constraints
c3874,,-X382 | -X362,*sodoku constraints
c3875,,-X392 | -X362,*sodoku constraints
c3876,,-X382 | -X372,sodoku constraints
c3877,,-X392 | -X372,sodoku constraints
c3878,,-X392 | -X382,sodoku constraints
c3879,,-X323 | -X313,sodoku constraints
c3880,,-X333 | -X313,*sodoku constraints
c3881,,-X343 | -X313,sodoku constraints
c3882,,-X353 | -X313,sodoku constraints
c3883,,-X363 | -X313,sodoku constraints
c3884,,-X373 | -X313,sodoku constraints
c3885,,-X383 | -X313,sodoku constraints
c3886,,-X393 | -X313,sodoku constraints
c3887,,-X333 | -X323,*sodoku constraints
c3888,,-X343 | -X323,sodoku constraints
c3889,,-X353 | -X323,sodoku constraints
c3890,,-X363 | -X323,sodoku constraints
c3891,,-X373 | -X323,sodoku constraints
c3892,,-X383 | -X323,sodoku constraints
c3893,,-X393 | -X323,sodoku constraints
c3894,,-X343 | -X333,*sodoku constraints
c3895,,-X353 | -X333,*sodoku constraints
c3896,,-X363 | -X333,*sodoku constraints
c3897,,-X373 | -X333,*sodoku constraints
c3898,,-X383 | -X333,*sodoku constraints
c3899,,-X393 | -X333,*sodoku constraints
c3900,,-X353 | -X343,sodoku constraints
c3901,,-X363 | -X343,sodoku constraints
c3902,,-X373 | -X343,sodoku constraints
c3903,,-X383 | -X343,sodoku constraints
c3904,,-X393 | -X343,sodoku constraints
c3905,,-X363 | -X353,sodoku constraints
c3906,,-X373 | -X353,sodoku constraints
c3907,,-X383 | -X353,sodoku constraints
c3908,,-X393 | -X353,sodoku constraints
c3909,,-X373 | -X363,sodoku constraints
c3910,,-X383 | -X363,sodoku constraints
c3911,,-X393 | -X363,sodoku constraints
c3912,,-X383 | -X373,sodoku constraints
c3913,,-X393 | -X373,sodoku constraints
c3914,,-X393 | -X383,sodoku constraints
c3915,,-X324 | -X314,sodoku constraints
c3916,,-X334 | -X314,sodoku constraints
c3917,,-X344 | -X314,sodoku constraints
c3918,,-X354 | -X314,sodoku constraints
c3919,,-X364 | -X314,sodoku constraints
c3920,,-X374 | -X314,sodoku constraints
c3921,,-X384 | -X314,sodoku constraints
c3922,,-X394 | -X314,sodoku constraints
c3923,,-X334 | -X324,sodoku constraints
c3924,,-X344 | -X324,sodoku constraints
c3925,,-X354 | -X324,sodoku constraints
c3926,,-X364 | -X324,sodoku constraints
c3927,,-X374 | -X324,sodoku constraints
c3928,,-X384 | -X324,sodoku constraints
c3929,,-X394 | -X324,sodoku constraints
c3930,,-X344 | -X334,sodoku constraints
c3931,,-X354 | -X334,sodoku constraints
c3932,,-X364 | -X334,sodoku constraints
c3933,,-X374 | -X334,sodoku constraints
c3934,,-X384 | -X334,sodoku constraints
c3935,,-X394 | -X334,sodoku constraints
c3936,,-X354 | -X344,sodoku constraints
c3937,,-X364 | -X344,sodoku constraints
c3938,,-X374 | -X344,sodoku constraints
c3939,,-X384 | -X344,sodoku constraints
c3940,,-X394 | -X344,sodoku constraints
c3941,,-X364 | -X354,sodoku constraints
c3942,,-X374 | -X354,sodoku constraints
c3943,,-X384 | -X354,sodoku constraints
c3944,,-X394 | -X354,sodoku constraints
c3945,,-X374 | -X364,sodoku constraints
c3946,,-X384 | -X364,sodoku constraints
c3947,,-X394 | -X364,sodoku constraints
c3948,,-X384 | -X374,sodoku constraints
c3949,,-X394 | -X374,sodoku constraints
c3950,,-X394 | -X384,sodoku constraints
c3951,,-X325 | -X315,sodoku constraints
c3952,,-X335 | -X315,sodoku constraints
c3953,,-X345 | -X315,sodoku constraints
c3954,,-X355 | -X315,sodoku constraints
c3955,,-X365 | -X315,sodoku constraints
c3956,,-X375 | -X315,sodoku constraints
c3957,,-X385 | -X315,sodoku constraints
c3958,,-X395 | -X315,sodoku constraints
c3959,,-X335 | -X325,sodoku constraints
c3960,,-X345 | -X325,sodoku constraints
c3961,,-X355 | -X325,sodoku constraints
c3962,,-X365 | -X325,sodoku constraints
c3963,,-X375 | -X325,sodoku constraints
c3964,,-X385 | -X325,sodoku constraints
c3965,,-X395 | -X325,sodoku constraints
c3966,,-X345 | -X335,sodoku constraints
c3967,,-X355 | -X335,sodoku constraints
c3968,,-X365 | -X335,sodoku constraints
c3969,,-X375 | -X335,sodoku constraints
c3970,,-X385 | -X335,sodoku constraints
c3971,,-X395 | -X335,sodoku constraints
c3972,,-X355 | -X345,sodoku constraints
c3973,,-X365 | -X345,sodoku constraints
c3974,,-X375 | -X345,sodoku constraints
c3975,,-X385 | -X345,sodoku constraints
c3976,,-X395 | -X345,sodoku constraints
c3977,,-X365 | -X355,sodoku constraints
c3978,,-X375 | -X355,sodoku constraints
c3979,,-X385 | -X355,sodoku constraints
c3980,,-X395 | -X355,sodoku constraints
c3981,,-X375 | -X365,sodoku constraints
c3982,,-X385 | -X365,sodoku constraints
c3983,,-X395 | -X365,sodoku constraints
c3984,,-X385 | -X375,sodoku constraints
c3985,,-X395 | -X375,sodoku constraints
c3986,,-X395 | -X385,sodoku constraints
c3987,,-X326 | -X316,sodoku constraints
c3988,,-X336 | -X316,sodoku constraints
c3989,,-X346 | -X316,sodoku constraints
c3990,,-X356 | -X316,sodoku constraints
c3991,,-X366 | -X316,sodoku constraints
c3992,,-X376 | -X316,sodoku constraints
c3993,,-X386 | -X316,sodoku constraints
c3994,,-X396 | -X316,sodoku constraints
c3995,,-X336 | -X326,sodoku constraints
c3996,,-X346 | -X326,sodoku constraints
c3997,,-X356 | -X326,sodoku constraints
c3998,,-X366 | -X326,sodoku constraints
c3999,,-X376 | -X326,sodoku constraints
c4000,,-X386 | -X326,sodoku constraints
c4001,,-X396 | -X326,sodoku constraints
c4002,,-X346 | -X336,sodoku constraints
c4003,,-X356 | -X336,sodoku constraints
c4004,,-X366 | -X336,sodoku constraints
c4005,,-X376 | -X336,sodoku constraints
c4006,,-X386 | -X336,sodoku constraints
c4007,,-X396 | -X336,sodoku constraints
c4008,,-X356 | -X346,sodoku constraints
c4009,,-X366 | -X346,sodoku constraints
c4010,,-X376 | -X346,sodoku constraints
c4011,,-X386 | -X346,sodoku constraints
c4012,,-X396 | -X346,sodoku constraints
c4013,,-X366 | -X356,sodoku constraints
c4014,,-X376 | -X356,sodoku constraints
c4015,,-X386 | -X356,sodoku constraints
c4016,,-X396 | -X356,sodoku constraints
c4017,,-X376 | -X366,sodoku constraints
c4018,,-X386 | -X366,sodoku constraints
c4019,,-X396 | -X366,sodoku constraints
c4020,,-X386 | -X376,sodoku constraints
c4021,,-X396 | -X376,sodoku constraints
c4022,,-X396 | -X386,sodoku constraints
c4023,,-X327 | -X317,sodoku constraints
c4024,,-X337 | -X317,sodoku constraints
c4025,,-X347 | -X317,*sodoku constraints
c4026,,-X357 | -X317,sodoku constraints
c4027,,-X367 | -X317,sodoku constraints
c4028,,-X377 | -X317,sodoku constraints
c4029,,-X387 | -X317,sodoku constraints
c4030,,-X397 | -X317,sodoku constraints
c4031,,-X337 | -X327,sodoku constraints
c4032,,-X347 | -X327,*sodoku constraints
c4033,,-X357 | -X327,sodoku constraints
c4034,,-X367 | -X327,sodoku constraints
c4035,,-X377 | -X327,sodoku constraints
c4036,,-X387 | -X327,sodoku constraints
c4037,,-X397 | -X327,sodoku constraints
c4038,,-X347 | -X337,sodoku constraints
c4039,,-X357 | -X337,sodoku constraints
c4040,,-X367 | -X337,sodoku constraints
c4041,,-X377 | -X337,sodoku constraints
c4042,,-X387 | -X337,sodoku constraints
c4043,,-X397 | -X337,sodoku constraints
c4044,,-X357 | -X347,*sodoku constraints
c4045,,-X367 | -X347,*sodoku constraints
c4046,,-X377 | -X347,*sodoku constraints
c4047,,-X387 | -X347,*sodoku constraints
c4048,,-X397 | -X347,*sodoku constraints
c4049,,-X367 | -X357,sodoku constraints
c4050,,-X377 | -X357,sodoku constraints
c4051,,-X387 | -X357,sodoku constraints
c4052,,-X397 | -X357,sodoku constraints
c4053,,-X377 | -X367,sodoku constraints
c4054,,-X387 | -X367,sodoku constraints
c4055,,-X397 | -X367,sodoku constraints
c4056,,-X387 | -X377,sodoku constraints
c4057,,-X397 | -X377,sodoku constraints
c4058,,-X397 | -X387,sodoku constraints
c4059,,-X328 | -X318,sodoku constraints
c4060,,-X338 | -X318,sodoku constraints
c4061,,-X348 | -X318,sodoku constraints
c4062,,-X358 | -X318,sodoku constraints
c4063,,-X368 | -X318,sodoku constraints
c4064,,-X378 | -X318,sodoku constraints
c4065,,-X388 | -X318,sodoku constraints
c4066,,-X398 | -X318,sodoku constraints
c4067,,-X338 | -X328,sodoku constraints
c4068,,-X348 | -X328,sodoku constraints
c4069,,-X358 | -X328,sodoku constraints
c4070,,-X368 | -X328,sodoku constraints
c4071,,-X378 | -X328,sodoku constraints
c4072,,-X388 | -X328,sodoku constraints
c4073,,-X398 | -X328,sodoku constraints
c4074,,-X348 | -X338,sodoku constraints
c4075,,-X358 | -X338,sodoku constraints
c4076,,-X368 | -X338,sodoku constraints
c4077,,-X378 | -X338,sodoku constraints
c4078,,-X388 | -X338,sodoku constraints
c4079,,-X398 | -X338,sodoku constraints
c4080,,-X358 | -X348,sodoku constraints
c4081,,-X368 | -X348,sodoku constraints
c4082,,-X378 | -X348,sodoku constraints
c4083,,-X388 | -X348,sodoku constraints
c4084,,-X398 | -X348,sodoku constraints
c4085,,-X368 | -X358,sodoku constraints
c4086,,-X378 | -X358,sodoku constraints
c4087,,-X388 | -X358,sodoku constraints
c4088,,-X398 | -X358,sodoku constraints
c4089,,-X378 | -X368,sodoku constraints
